symbol	FemxI.DMSO	FemxI.G007.LK	FemxV.DMSO	FemxV.G007.LK	MeWo.DMSO	MeWo.G007.LK	Skmel28.DMSO	Skmel28.G007.LK	WM115.DMSO	WM115.G007.LK	WM1341.DMSO	WM1341.G007.LK	WM1382.DMSO	WM1382.G007.LK	WM239.DMSO	WM239.G007.LK	WM35.DMSO	WM35.G007.LK	A375.DMSO	A375.G007.LK	WM1366.DMSO	WM1366.G007.LK	WM793.DMSO	WM793.G007.LK	WM852.DMSO	WM852.G007.LK
ACAD9	1317.884218	2779.985083	2140	2306.115783	1331.927761	1500.925267	4071.460797	3693.070341	1895.460433	2055.399453	2212.264845	1117.368228	2874.688151	2968.121655	3037.421287	2891.578294	3183.698383	2665.874063	1262.737063	2001.688633	2417.974936	2190.550492	852	1099.003713	1961.715531	2104.328535
ACADM	2237	4978.031127	2642.01726	2922	2857.004679	3922.023206	5043.007505	5818.030537	1392	1616	7325.029724	3462.069771	2583.035294	2622.035487	4858.032416	5416.044193	6793.064499	6354.018918	1601.026188	2220.010895	1912.006077	1753.008065	887.0204021	1248.064786	2834.056042	3045.058958
ACADS	688	1540	1012	1111	969	1050	1021	805	817	1030	2261	999	1796	1868	769	580	755	707	220	356	256	224	214	262	250	304
ACADSB	909.5332677	2072.121253	1478.939862	1487.585101	1523.769538	2135.831606	1526.394237	1833.568367	756.7401814	928.9675968	1561.996049	681.1469452	1461.232834	1515.668855	1660.878839	1688.953552	3552.662847	3414.501468	615.5479042	815.3608818	820.0400931	849.4500343	406.0032868	704.3587758	584.2576552	635.3396605
ACADVL	1965	4587	3477	3588	8726	8849	9658	8920	8979	10421	13541	6604	6618	7007	9069	7942	8586	7975	10198	16095	7017	6537	5471	7139	9020	9681
ACAP1	6.021548487	14.72836425	18.03368985	14.00598408	19.21994038	20.39053674	35.25006867	28.3108929	40.60466664	36.11951196	34.63870626	19.05385637	16.23393182	17.30250316	42.81460829	29.03047598	37.74383218	33.38622758	48.0847529	58.46385446	48.65348145	58.1761655	13.48918416	27.70889386	32.11819778	33.21045838
ACAP2	2442.607365	5635.138508	4154.507901	4686.24293	2182.90013	3318.021631	5107.662279	6653.036384	3950.476697	4964.408364	6148.149764	2967.397506	3763.770973	3767.326547	5584.939669	5785.307679	7880.90871	8140.911256	1211.161916	1486.790196	1568.821064	1464.309085	890.6710548	1358.302425	3763.68463	4260.604488
ACAP3	699.6108262	1561.91801	1258.668153	1264.118221	2254.397663	2099.130509	3020.439767	2631.77366	645.1470675	770.7930294	3357.717646	1527.92477	4258.960759	4717.666974	3223.40822	2601.605951	3213.862157	2910.287398	870.3674781	1344.985686	1030.004563	964.8154894	1438.036452	2144.322864	3000.084857	3518.957662
ACAT1	2655.394284	5560.928299	4583.825418	4828.631145	2759.862477	3546.518768	3115.282891	2740.141978	3362.16172	3850.575403	6309.844897	3032.737596	1754.806589	1810.033843	4826.560053	4802.086298	6430.574916	5955.028883	2275.999038	3830.827634	3318.029439	3000.035833	1358.002298	1704.009051	1741.038153	1759.082933
ACAT2	4807.892721	10098.26644	4466.515982	5073.745603	1730.014817	2116.206851	3741.899255	3515.11566	1845.220092	1798.242861	4124.189472	1760.899637	5942.672347	6647.690375	4124.781835	4347.322474	5217.826477	4233.729607	1838.638057	3069.360691	2791.606393	2786.648357	1027.580901	1037.421754	2404.984008	2242.584747
ACBD3	1955	4538	2938	3054	2030	2569	2622	3123	4168	4769	5126	2483	3874	3884	4590	5004	5714	5530	2113	2766	1753	1510	1061	1481	2361	2398
ACBD4	59.19830806	152.0557685	175.4789384	170.1068606	283.4483448	281.0504835	245.2482982	221.5661448	184.6192841	220.3500529	481.3706034	172.724705	139.6259434	137.6713831	287.6632741	216.066152	373.7843458	345.5358835	162.1695818	268.4814965	151.3161036	120.0408893	68.08351673	141.7660397	148.1680597	129.8308286
ACBD5	1087.869495	2539.020276	1831.003522	1959.949218	2671.954872	3616.605126	1823.110116	2095.234225	851.6212407	1038.620156	3988.698314	1802.888875	1125.027069	1158.845962	2534.085385	2471.072136	2487.676992	2462.675738	1213.411171	1578.545904	1313.051716	1212.804135	558.899057	718.4268072	978.6011311	1016.620824
ACBD6	1582.811616	3475.32137	1954.412662	2216.824098	1333.420465	1653.459422	1645.844958	1524.703032	989.6026606	1100.68651	2454.871434	1039.807962	1942.181771	2020.244359	1443.001891	1294.805937	2994.050742	2584.527788	1514.360391	2501.555596	1293.766854	1155.292849	739.4263578	975.8248782	1694.85207	1885.349882
ACCS	231	558	423	399	663	684	1124	1013	482	570	2122	889	677	723	1081	800	535	532	294	465	263	366	191	369	239	308
ACD	833	1796	1259	1247	1367	1463	1205	939	568	642	2453	1056	626	617	1278	1066	666	540	1328	1925	974	880	405	419	829	804
ACER2	15	26	40	32	8	20	9	21	30	36	59	29	94	101	53	55	53	41	43	40	14	10	27	24	28	26
ACER3	942.6187183	2219.42136	1431.262735	1586.910522	2243.40959	3006.766446	861.0974331	967.7600665	1397.353013	1647.330783	1987.23797	1010.169354	8077.329437	7701.237725	2306.787498	2289.211342	1438.379679	1489.481908	805.6688396	1035.194342	738.9562201	621.649915	764.5991661	978.3469796	1417.262339	1447.133566
ACIN1	5240.726834	11210.88336	8321.934408	8416.830107	4935.805783	5678.630853	7447.80845	6813.673895	6723.405149	7566.162249	12204.26423	5386.691115	10879.12579	10998.45872	9566.408872	8600.836299	7516.908296	6751.986819	5383.747515	7322.172035	5666.847713	5424.550941	3153.809715	4343.538751	7553.165517	8170.430383
ACLY	17923	38323	20204	21321	15565	18663	13942	13948	14788	16760	30372	13726	16923	16695	25629	24760	16317	13033	12545	16727	11100	10239	7136	9021	19655	19041
ACMSD	9	24	14	20	10	5	13	11	15	9	11	6	13	7	34	29	21	10	9	13	7	9	12	22	22	23
ACO1	1932.378682	4458.638803	3375.282408	3503.831991	1873.080968	2430.14381	3671.272235	3675.571598	792.169824	884.2567195	6354.686704	2962.182418	2820.227932	2918.181198	1940.431627	1846.860268	4070.916952	3812.375327	1275.63792	1602.262576	1377.411782	1193.001949	1380.301343	1936.123674	5730.12044	5410.018516
ACO2	6260.442387	13856.55266	12007.90052	12369.4559	6636.587113	8942.244804	11486.64432	11054.3756	3955.066183	4874.451676	12625.2653	6060.033351	12296.14509	12336.13187	8271.787769	8083.480414	22997.27921	19920.85534	2160.700166	3298.866517	3614.645655	3515.416402	1484.215428	1901.838552	4288.036827	4389.161249
ACOT1	207.7136797	426.370346	172.8030837	181.9923637	186.8232241	257.7954772	246.69072	169.2794932	321.1599073	391.6299829	414.1505327	159.6971827	264.8768631	242.3939725	575.0634571	539.3521776	105.9146843	108.3455021	69.76996892	121.2096301	197.9520154	192.2867001	109.9682358	179.8464627	3.800099768	1.79872825
ACOT11	482.2756255	982.6258137	735.6309374	619.2761213	423.1524746	479.826622	719.3665092	654.4699344	195.6586101	241.5521346	3650.710641	1345.70297	270.0735031	260.6249476	953.7951293	912.0898164	347.2504099	359.1340784	211.6263573	279.9820945	319.0250138	306.5570586	121.3585816	183.3339896	301.3845993	374.1549045
ACOT13	762.5165237	1639.268284	1156.757986	1368.470067	867.1431484	1239.356229	988.3581357	951.4781514	1120.664091	1296.164141	1867.255963	935.5772853	959.2404903	890.3578465	2087.250684	2117.789699	5527.982397	5034.024639	260.1199543	474.2640865	433.4055887	472.2327272	624.4863098	916.8896146	1299.246516	1356.190895
ACOT2	973.2863203	1963.76729	678.5121968	755.5007006	840.4456931	1014.279222	1339.617881	1233.720507	996.8400927	1295.485301	1858.964845	817.4090528	976.2149427	996.6060275	1513.969845	1474.647822	1350.085316	1289.370594	422.2300311	615.7903699	1201.047985	1210.986302	360.0317642	520.2100848	581.1999002	658.2012717
ACOT7	4626.953201	10317.99538	7512.941443	8335.953174	9233	12100.89473	26799.92287	24881.95713	3096.940715	3744.853826	10311.94494	5155.949698	9026.974584	8403.909701	7106.860643	6842	13754.97606	11601.87166	5176.942106	8274.871935	3349.973396	3377	2900.967331	3392	8545.95232	7909.954784
ACOT8	674.7861294	1539.123523	1022.983557	1045.15293	737.5676929	917.5404233	1100.523193	906.7321507	1551.051194	1821.94673	1181.009849	567.2693281	1195.74627	1146.025621	1042.710469	901.8997738	1901.914571	1538.500106	568.8714178	949.7390632	516.2950067	522.2115035	599.1644401	770.8861866	1028.694534	996.8211657
ACOT9	1954.758387	4099.225332	2252.096659	2550.959887	1784.042681	1920.599801	3131.562981	2340.637731	1355.626469	1517.967233	4201.319206	1798.085135	2392.981978	2087.902514	2423.40688	2222.67034	2084.531603	1843.267055	1615.257205	2513.037401	1240.971163	1111.89718	967.3236351	1063.744176	1560.169148	1553.19449
ACOX1	818.3337443	1858.620585	1418.982072	1535.313011	2340.436539	3188.76632	1943.376848	2058.832745	1532.565503	1848.89255	2896.757741	1405.003645	2488.713333	2398.406469	2444.861503	2346.405307	2490.750252	2557.914714	935.8992325	1300.674004	717.790801	736.7577845	637.9040197	938.2484021	1331.552955	1405.244621
ACOX2	5	7	15	10	22	29	11	8	9	13	42	19	5	3	17	13	105	124	455	816	299	377	61	87	46	50
ACOX3	205	492	448	477	695	723	591	520	313	413	992	436	631	623	642	516	634	512	502	736	395	342	370	460	520	492
ACP1	2456	5341.594771	3670.482135	4046	3061.53771	3586.575291	5866.328618	5058.971232	2022	2157.779319	5378.251846	2436.431074	3442.981215	3521.986188	5002.448465	4497.277448	5716.64856	5314.0631	2436	3833	1148	1056	1384	1752	2875	3040
ACP2	426	899.9083341	521.9592876	550.6901482	771	942.9382529	1323.932981	1193	1512.880442	1813.958957	2517.930885	1121	1440.969085	1410.93602	1747.920037	1495.920438	1298.953912	1106.920889	940.7677418	1398.953012	824	807	1261	1728.995416	835.9298756	910
ACP5	6210	13643	9736	10654	2393	3071	11885	10791	4096	5175	14009	7190	3929	4373	6592	6451	15198	12286	380	677	15	14	11	3	210	237
ACP6	336.0020997	679.8822067	513.3046885	529.0891124	931.9151567	996.215478	919.6042383	752.1008183	1411.406688	1245.16266	866.9855699	386.6484033	905.0773414	909.0704941	1241.664477	967.0663424	419.5508834	352.360144	996.1066075	1560.246135	618.0369562	549.2963504	807.4810356	1051.380826	80.5489148	104.3725658
ACSBG1	49.19422203	132.8854547	65.14575746	81.24240955	48.24592715	54.88675877	162.5645507	175.9889059	125.6768463	184.6480848	71.75869827	25.56853165	250.2455365	282.4589303	219.0239308	162.5809066	563.435233	551.851077	55.22485968	73.20570298	26.72429252	41.56285649	22.58705729	33.98082877	39.79778068	51.15772853
ACSF2	719.0511962	1759.149373	1112.29341	1207.998782	1704	2041.54629	1806.370281	1590.703012	310.0334218	396	431.9865696	188.8640867	92.0128954	86.91116661	2472.264074	2180.889447	2782.692227	2214.339148	297.226852	525.0031433	727	833	151.1293165	197	364.3751088	413.8409942
ACSF3	551.4138157	1121.561639	1694.41167	1933.395904	1024.95545	1130.896961	1024.513861	986.1643556	743.0092102	937.8515401	799.3075244	355.6754886	1108.172027	1084.72361	1002.458146	951.0271317	943.6281918	817.8083173	794.7441365	1204.542029	833.1846687	681.8254631	203.2705916	292.4421204	699.9978807	787.4946045
ACSL1	1532	3302.023576	3302.265206	3275.058316	2509.207491	3005.273391	8094.245267	9927.406373	8001.131024	8541.484729	3168.052411	1426	4191.008581	4351.265726	3237.128172	3227.19153	19739	20461.27769	759	969.0068074	555.1199011	464.016276	1005	1363.083445	646.1780706	757.2098971
ACSL3	16618	42137	23240	29165	16077	20730	19118	22195	11482	14163	110801	53121	7684	7661	35432	38049	52922	52526	7663	11435	3693	3513	5030	7719	19586	17783
ACSL4	4037	9386	5890.846344	6943	4954.677237	6783.62145	3253	3922	2222	2573	8605.56413	3731	5139.447012	4791.415136	5007.604426	5208.66223	6170	6333	2034	2803.719218	4182	3333	1496.975454	2031.754715	30807.65569	32876.19347
ACSL6	51.25464202	89.46675151	74.41075683	94.32123163	19.27161782	25.60274737	76.38125407	85.01778029	74.68688908	70.95325915	47.43525175	19.28189879	116.6249225	99.00288513	197.7645958	159.2484777	20.86476322	17.01334391	4.050274513	17.33623774	4.049533903	7.221019815	58.79921616	87.42568033	10.68451372	10.43080716
ACSM3	7	24.56314571	44.57886787	30.78036713	16.4057107	11.14281324	77.30715633	67.38833162	16.16323236	29.71272405	41.25567505	21.71903277	11.0908366	8.032126213	17.75065311	15.07580201	227.2819165	181.2458057	14.17627903	20.12775117	129.7548394	134.4914924	2.6610007	8.591841636	25.98462962	31.01075228
ACSS1	2346.00495	4953.79256	4491.898399	4574.480192	1413.621804	1714.307036	2249.016265	1978.038976	3300.112004	4060.832782	6791.13595	3253.765935	2416.007714	2101	2932.114317	2527.731534	5186.169257	4290.582971	584.0072533	770	143	130	749.0097335	1029.31559	761.0004307	790.2670738
ACSS2	4619.18122	10668.0125	3658.012086	3839.009332	1503	1814.009258	2034	1990	2782.045621	3420.005743	6211.086374	2850.078265	1948.011334	2167.085126	1679.147358	1660	5682.167061	4740.038463	831.0247315	1528.076698	656.8365931	783.0071635	2004.202059	2855.055383	2236.005023	2173.004199
ACTB	87497.7531	177047.9618	130155.5827	136252.1787	100838.0241	130688.9492	166527.636	132451.4735	95609.5312	102249.0293	269172.6502	132907.8851	90663.85167	85412.92482	155263.2742	132262.5116	232910.8229	189594.8617	89589.07206	120519.5399	110375.1125	100958.6055	105212.7424	102504.7683	108785.6845	95683.44316
ACTG1	77977.14004	169242.8244	128383.0533	143450.5849	228458.8921	295641.9696	231157.5866	190049.4908	82451.98172	89019.22799	205984.9023	98371.93611	228897.8191	219279.8478	162824.8629	149070.9011	268616.8249	223450.833	73713.40815	99434.68071	50552.55614	44466.13273	31963.8752	29153.73163	149695.1957	143905.4326
ACTL6A	2991.001305	6565.081323	4709.003361	5452	2845	3888.37298	6266.021791	6171	3327	3566.01655	4590.338283	2061	4720	4501.008858	4982.066819	5130.012251	7062.023005	6399.084808	2130	3137.00072	2704.001008	2482.001123	1557.000566	2048.111444	4003.056017	4024.210816
ACTN1	15366.72042	32922.71294	19432.16451	20184.95398	8513.355517	11167.03123	26269.80955	26157.57669	16535.58658	17995.65066	68441.47344	30088.8794	7236.003661	6104.952612	30877.79462	29772.57794	28470.36115	25025.11665	10531.56908	14122.16525	15234.0709	12817.04494	12708.98379	12946.87255	28038.41323	26852.03979
ACTN4	8142.877333	18021.67963	13544.29376	14189.8758	9455.75373	11684.46707	22674.90797	24011.37248	8087.309771	8709.792184	20957.84536	10101.82451	5451.37113	4562.004796	12955.9381	11724.13905	24206.16046	21100.28787	11943.92386	15514.9136	13915.09587	12303.73172	11193.01307	13011.73863	7890.530263	7402.879585
ACTN4	8142.877333	18021.67963	13544.29376	14189.8758	9455.75373	11684.46707	22674.90797	24011.37248	8087.309771	8709.792184	20957.84536	10101.82451	5451.37113	4562.004796	12955.9381	11724.13905	24206.16046	21100.28787	11943.92386	15514.9136	13915.09587	12303.73172	11193.01307	13011.73863	7890.530263	7402.879585
ACTR10	1401.017	3074.121181	1646.01308	1967.048671	1552.029647	1972.226307	2610.72073	2582.079826	1639.836697	1775.113462	3319.044335	1573.410968	3097.478916	2979.28632	2612.292103	2450.443715	1991.08718	1990.069515	847.5235291	1311.523162	1291.467178	1244.059607	966.0584814	1338.617177	1729.131936	1837.206531
ACTR1A	3514	7171.122947	4340.292461	4538.194976	3907.917264	4612.436623	6512	5622.909687	2271.069537	2473.140158	6947.977168	3275.96044	8072.94075	7822.194761	6270.002464	5531.531903	3028.699338	2376.23135	4172.211624	6208.212944	2942.496946	2882.455908	2824	3588.649244	4301.129225	4507.823389
ACTR1B	1591	3228	2212	2231	1858	2290	4213	3904	2168	2535	3826	1696	979	1027	4034	3520	2448	2163	1034	1463	2019	1703	1298	1579	1579	1639
ACTR2	10282.927	23061.75096	16566.66519	18847.76549	11705.91929	15765.82621	19150.48045	23016.70907	10172.74413	11698.68445	33015.60571	15287.83304	28259.06204	28176.92595	24417.02199	26246.10156	21374.63458	21284.63458	11756.92221	14949.93509	13449.75766	13036.68553	8667.906691	11455.53371	11919.82551	11547.91853
ACTR3	7051.066121	15387.1854	11619.01341	13315.71119	10163.36402	13083.16356	28051.60123	27750.46826	10061.1388	11052	19874.80104	9106.104487	17514.96653	17053.19325	19162.25661	19329.88367	20719.1213	19819.3393	4502.030388	6463.340205	7672	7166.094284	7508	8965.78771	15425.24187	14894.29448
ACTR3B	383.6830275	770.0771301	662.0044265	695.5875209	296.9135142	284.773197	231.4829461	249.8266553	229.96585	256.824172	675.4596713	317.68584	239.2205778	189.3604909	376.8997705	346.1792033	1111.731175	930.2833291	453.6059194	593.2093691	220.8385628	198.0670284	258.1692048	371.5583982	209.2328899	209.2499249
ACTR5	481	1060	708	726	356	423	831	752	517	559	1194	554	996	1034	580	523	486	458	346	519	197	157	224	309	410	444
ACTR6	812.316081	1955.526357	1470.589155	1659.090937	1143.630615	1268.693574	1304.136084	1276.022259	976.6470435	1164.116004	1513.641883	736.1763559	1079.8372	1023.442245	1351.706992	1402.348471	1459.324516	1502.976024	1277.558887	2145.838196	918.3653719	823.1372008	456.2574825	759.9829526	1143.739326	1162.084191
ACTR8	533	1124	1071	1160	820	1045	1334	1425	1546	1769	1931	920	1608	1560	1594	1505	1436	1399	1019	1302	985	896	579	766	1498	1544
ACVR1	1375	2718	2344	2270	1399	1922	2153	1901	2961	3122	4956	1985	1099	1121	3059	2713	1993	1830	404	641	760	730	1578	2183	2407	2481
ACVR1B	652	1510	1154	1198	653	874	889	947	979	1110	1650	778	1085	1044	1775	1593.006616	1501	1375	750	962	475	456	285	384	4361	4269
ACVR2A	59.23103763	160.5973546	161.4412975	203.394923	181.7009904	242.0217951	195.8945818	154.2396912	188.618189	261.8528165	341.2816244	151.3342022	477.0168388	503.0771646	369.1568428	360.3301676	347.5545978	373.3603166	208.5430302	289.8611335	257.062986	235.9965327	188.6063853	283.0361465	464.9891358	488.2406013
ACVR2B	762.2767588	1703.411441	1593.42037	1595.414617	530.1005433	741.0095004	353.2411805	413.9946172	601.3328929	845.4457161	944.1894421	437.1798088	557.2347151	541.4577346	1458.244639	1402.180018	1270.253983	1271.322974	563.7977556	787.07974	366.0590445	302.0633464	176.0274711	278.1878036	850.1769821	1004.51978
ACY1	840.9755673	1993.568913	1621.994745	1513.073592	1544.990655	2166.533371	1852.912151	1654.544985	2546.256625	3194.745142	1904.023847	942.0533728	1294.461004	1232.343676	2884.371865	2244.985559	5580.719758	4991.225664	1553.956718	2728.368197	1557.526558	1441.810966	595.2596363	984.5717177	1657.121929	1700.50894
ACYP1	394.9730517	887	512	689	560	691.9588462	803	608	245	241.8436785	731	296	265	291	750	631	701	658	249	425	166	152	91	122	269	245
ACYP2	95.28524237	196.3253108	208.9224429	214.1342882	138.9294215	165.4961152	412.2496057	372.2492259	189.4767547	214.8753702	186.4915445	69.90341438	396.2852967	430.9601506	227.8084306	199.6061803	258.3841854	239.6859785	133.6569785	202.0598361	202.2608156	182.6598557	104.0640871	175.3594805	158.8351259	171.3177614
ADA	695	1510	1245	1371	316	419	404	381	1075	1266	1493	728	1306	1074	902	805	1319	1108	356	542	274	227	347	421	531	478
ADAL	635.9731909	1304.47449	907.4098994	1046.207878	634	741.182554	1014.008045	972.1599763	828.7929744	880.1812172	2075.726339	963	706.3583645	691.9810542	725.1826127	609.8150098	1074.361828	1115.374764	547	779.1205501	379.402012	336.0664619	464.344615	551.7102766	993.7850505	1040.935805
ADAM10	9830.315785	23595.21443	14778.31726	15861.36961	9179.840831	12748.30573	7956.265195	9474.953288	14570.61535	17129.71152	15933.90119	7319.897173	3931.941107	4235.223945	15511.60937	13930.69216	30421.99694	28101.43389	3924.086718	5041.148869	2389.638788	2294.355321	4648.797459	6562.50387	13511.89308	13974.47631
ADAM11	221	477	322	325	601	687	324	275	235	239	566	223	854	852	132	111	1445	1330	159	224	63	48	87	127	107	78
ADAM12	20	57	38	33	136	172	24	28	1318	1309	96	47	1942	1799	1161	1177	156	117	301	437	1176	1147	6814	11479	1111	1212
ADAM15	2135.373541	4317.957044	3095.316623	3069.810765	9072.970856	9987.56556	8792.001905	7796.881372	4367.999993	5066.882282	5214.923904	2358.506944	6266.787469	6185.616217	5819.801733	5094.948871	5512.552811	4516.769854	4896.012268	6921.695455	4332.783485	3956.707094	4268.051641	5246.834276	4109.009239	4310.245374
ADAM17	1389.354364	2997.969643	2159.407295	2211.384281	1814.953965	2238.383219	2316.847904	2530.597766	2213.249778	2598.663884	3365.155744	1597.816821	1738.830393	1820.94783	4972.550161	4912.372219	3708.182445	3611.606805	1804.155586	2159.254384	2165.634734	1909.547875	1036.665684	1443.780523	3520.298383	3625.679444
ADAM19	87	155	5	4	159	221	1808	2017	10906	11766	396	192	3588	2464	428	438	591	651	769	1040	176	246	1108	1811	3871	3580
ADAM22	51	151	219	247	216	337	185	193	532	625	1018	468	698	669	400	407	440	396	285	391	76	86	286	470	23	27
ADAM8	18	38	26	26	20	18	24	17	15	15	52	19	39	33	42	30	78	58	69	87	167	202	24	39	245	316
ADAM9	4612	10210	10124	10829	5775	7167	5243	6143	5142	5878	8195	3772	4088	3805	13001	12640	8882	8265	4232	5386	4927	4214	6940	8769	27287	26603
ADAMTS1	606.0313595	1221.147239	857.0868711	921.0227922	952.0090895	1121.157412	1100.186297	1053.049983	9828.604914	11030.60667	1771.062767	921.1474756	2653.948131	2476.186133	672.2294122	670.8601035	2173.316718	1621.886455	329.0488152	534.5699776	4417.47	1988.198786	3621.104806	6744.640045	213.5266032	240.023957
