baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
VWA2	1.333726	4.100792e-06	2.371446	1.729237e-06	0.9999986	1
VWDE	25.77063	-8.305209e-07	0.7801044	-1.064628e-06	0.9999992	1
XIRP2	3.85801	-1.882965e-06	2.0609	-9.136618e-07	0.9999993	1
ZDHHC19	0.8002298	4.043467e-06	5.354055	7.552158e-07	0.9999994	1
ABCB11	4.519445	5.645386e-07	1.850321	3.051031e-07	0.9999998	1
ARG1	1.074585	3.097483e-06	2.890777	1.071505e-06	0.9999991	1
ARMC3	0.705686	7.337747e-06	3.860757	1.900598e-06	0.9999985	1
ATP4B	0.6496675	1.48764e-06	4.056481	3.667317e-07	0.9999997	1
BPIFB4	0.6671514	-1.181078e-05	5.642145	-2.093314e-06	0.9999983	1
BTN1A1	0.8943002	6.727474e-07	3.063044	2.196336e-07	0.9999998	1
CACNA1S	1.054445	9.133948e-06	3.463558	2.637157e-06	0.9999979	1
CAPN6	0.457378	1.817785e-05	6.053457	3.002887e-06	0.9999976	1
CD69	2.056015	2.534229e-06	2.308471	1.097796e-06	0.9999991	1
DTHD1	0.2876567	2.622602e-05	6.097648	4.301006e-06	0.9999966	1
EGR4	0.9391621	-4.634672e-07	3.64949	-1.269951e-07	0.9999999	1
EPYC	0.1887126	3.534395e-05	6.091148	5.80251e-06	0.9999954	1
FBXO47	0.1918342	1.930472e-05	6.115772	3.156546e-06	0.9999975	1
FZD10	0.7626903	-2.10937e-05	5.791248	-3.642341e-06	0.9999971	1
GATA5	0.476808	1.649426e-05	6.043505	2.729254e-06	0.9999978	1
GIMAP6	0.4529373	4.815596e-07	6.059467	7.947226e-08	0.9999999	1
GJB4	2.7932	-1.019897e-05	3.49514	-2.918043e-06	0.9999977	1
GTF2A1L	1.006988	2.320246e-05	6.04405	3.838892e-06	0.9999969	1
GUCY1B1	16.28364	8.333739e-07	1.08158	7.705151e-07	0.9999994	1
HCK	0.5223283	1.786554e-05	6.045567	2.955148e-06	0.9999976	1
HIST1H2BB	0.1289047	5.181012e-06	6.116578	8.470442e-07	0.9999993	1
HORMAD2	0.5274967	2.26762e-05	6.060582	3.741588e-06	0.999997	1
HSPA1A.2	548.9242	-2.301954e-05	2.492655	-9.234946e-06	0.9999926	1
KCNIP1	0.699322	7.055712e-07	3.93398	1.79353e-07	0.9999999	1
KCNQ1	0.2827607	1.598605e-05	6.112134	2.615461e-06	0.9999979	1
KLK6	4.320666	-2.147881e-05	4.580781	-4.688897e-06	0.9999963	1
LILRA6.2	0.7592625	4.340173e-05	5.658244	7.670531e-06	0.9999939	1
LYG2	2.720509	-2.264635e-07	1.410867	-1.605137e-07	0.9999999	1
METTL11B	0.2876567	2.622602e-05	6.097648	4.301006e-06	0.9999966	1
MOG.7	2.453026	-2.74986e-06	2.164581	-1.270389e-06	0.999999	1
MUC3A	1.0024	2.95166e-05	5.294498	5.574957e-06	0.9999956	1
MYH1	10.16897	-3.16268e-06	1.513986	-2.088976e-06	0.9999983	1
MYO18B	73.24498	-1.315839e-08	0.5115485	-2.572267e-08	1	1
NXF3	1.318635	3.635478e-06	2.510865	1.447898e-06	0.9999988	1
OIT3	0.1438284	2.545404e-05	6.112256	4.164426e-06	0.9999967	1
OVOL1	0.9079334	6.903188e-06	3.573835	1.931591e-06	0.9999985	1
OVOL3	1.049297	-8.966982e-07	2.970748	-3.018425e-07	0.9999998	1
PKD2L1	0.0943563	2.534506e-05	6.115408	4.144459e-06	0.9999967	1
PLN	0.8729451	9.378099e-07	2.959699	3.168598e-07	0.9999997	1
PRL	0.0943563	2.534506e-05	6.115408	4.144459e-06	0.9999967	1
PTX4	0.2231451	1.202093e-05	6.114543	1.965957e-06	0.9999984	1
RASSF10	1.481239	4.160285e-06	2.459031	1.691839e-06	0.9999987	1
SELE	0.3356625	2.34562e-05	6.076153	3.860371e-06	0.9999969	1
SERP2	69.55342	4.424015e-07	0.8267713	5.350954e-07	0.9999996	1
SIX6	1.87305	-1.518509e-06	2.973761	-5.106358e-07	0.9999996	1
SMPX	2.045972	-1.004055e-05	3.059176	-3.28211e-06	0.9999974	1
SNTG2	0.2198311	7.599709e-07	6.076167	1.250741e-07	0.9999999	1
SPATC1	0.3184156	-2.378487e-06	6.068365	-3.919487e-07	0.9999997	1
TARM1	0.5705499	4.675676e-05	6.058261	7.717853e-06	0.9999938	1
TGM3	0.3713175	5.974572e-06	6.094924	9.802537e-07	0.9999992	1
THSD7B	6.125472	-1.083917e-06	1.189088	-9.115539e-07	0.9999993	1
TOX3	1.301245	-2.538031e-06	2.481932	-1.022603e-06	0.9999992	1
TPSG1	0.1918342	1.930472e-05	6.115772	3.156546e-06	0.9999975	1
TRIM29	3.440335	-4.246129e-06	2.16079	-1.965081e-06	0.9999984	1
TRIM31.5	0.4246581	2.806603e-06	6.076429	4.618836e-07	0.9999996	1
TRIM31.6	257.7698	5.092848e-06	6.023225	8.455352e-07	0.9999993	1
TSPAN2	17.50513	-1.684657e-06	0.897112	-1.877867e-06	0.9999985	1
UBQLNL	2.58907	1.078389e-06	2.182511	4.941047e-07	0.9999996	1
UBXN10	10.561	2.416538e-05	6.02814	4.008762e-06	0.9999968	1
WNT8B	0.510558	6.096912e-06	6.049698	1.007804e-06	0.9999992	1
ALOX15	0.6636157	4.388156e-05	6.039502	7.265758e-06	0.9999942	1
ANKRD63	3.171795	-9.845381e-07	2.447534	-4.022571e-07	0.9999997	1
ASCL5	1.791166	-2.575021e-06	2.503647	-1.028508e-06	0.9999992	1
BCO1	2.820372	-7.764499e-07	1.89697	-4.093106e-07	0.9999997	1
BLNK	0.1929408	2.347105e-05	6.076148	3.862818e-06	0.9999969	1
CALCR	0.1852828	1.898496e-05	6.095216	3.114732e-06	0.9999975	1
CCDC85A	15.76982	-5.117479e-07	0.8938749	-5.725051e-07	0.9999995	1
CD7	26.39069	-1.953795e-07	0.7333329	-2.664268e-07	0.9999998	1
CDH20	4.532239	-5.327943e-07	1.428491	-3.729769e-07	0.9999997	1
CHRNA2	0.1438284	2.545404e-05	6.112256	4.164426e-06	0.9999967	1
CNR1	102.5726	-9.815341e-07	0.6259179	-1.568152e-06	0.9999987	1
CNTN6	0.2198311	7.599709e-07	6.076167	1.250741e-07	0.9999999	1
CREB3L3	51.49672	-5.646752e-07	0.8270115	-6.8279e-07	0.9999995	1
CTSG	0.0943563	2.534506e-05	6.115408	4.144459e-06	0.9999967	1
DDX43	246.6119	3.034143e-08	0.2135663	1.420703e-07	0.9999999	1
DLGAP2	0.0943563	2.534506e-05	6.115408	4.144459e-06	0.9999967	1
DRD1	7.241621	8.57762e-06	3.683133	2.328892e-06	0.9999981	1
ECE2	0.276047	2.085785e-05	6.115419	3.410698e-06	0.9999973	1
ELAVL4	1.097914	1.05304e-05	4.81827	2.185514e-06	0.9999983	1
FAM189A1	1.90927	-7.882853e-06	4.143722	-1.902361e-06	0.9999985	1
FAM81B	1.369512	1.911227e-06	3.334853	5.731067e-07	0.9999995	1
FETUB	1.21698	-3.096046e-06	6.04781	-5.119285e-07	0.9999996	1
FEV	0.223261	2.700914e-06	6.109784	4.420638e-07	0.9999996	1
FGL1	4.819291	1.234446e-05	4.386377	2.814273e-06	0.9999978	1
FGR	0.5151625	2.151345e-05	6.052205	3.554647e-06	0.9999972	1
FOXQ1	6.941639	9.039416e-06	3.75602	2.406647e-06	0.9999981	1
GAL3ST3	3.317846	-4.030137e-07	1.994036	-2.021096e-07	0.9999998	1
GJB3	97.27116	-1.327322e-05	2.534803	-5.236391e-06	0.9999958	1
GLP2R	272.8391	-2.097577e-07	0.4468924	-4.693695e-07	0.9999996	1
HSPA1A.3	497.4078	-0.0001026552	5.939672	-1.728298e-05	0.9999862	1
IFITM5	0.5074878	2.603083e-06	6.054103	4.299701e-07	0.9999997	1
IL18RAP	23.68067	5.801321e-07	1.277288	4.541907e-07	0.9999996	1
KCNMB2	10.3546	3.559213e-05	5.998778	5.93323e-06	0.9999953	1
KLHDC9	3.637861	3.677519e-06	2.34793	1.566281e-06	0.9999988	1
KRT32	3.844459	-9.130312e-07	1.266276	-7.210364e-07	0.9999994	1
LGALS12	40.30741	-4.486112e-07	0.7776859	-5.768539e-07	0.9999995	1
LHX3	0.276047	2.085785e-05	6.115419	3.410698e-06	0.9999973	1
LILRB4.1	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
LMOD2	0.7678945	2.129936e-05	5.411566	3.935895e-06	0.9999969	1
LYZL1	0.2424128	2.074078e-05	6.117092	3.390627e-06	0.9999973	1
NAT2	1.032252	9.978848e-07	2.894684	3.447301e-07	0.9999997	1
NCF4	0.8734192	-2.669468e-09	5.766611	-4.62918e-10	1	1
NCF4.1	2.615271	1.889134e-05	5.527678	3.417591e-06	0.9999973	1
NPFF	1.510968	4.315152e-05	5.975081	7.221915e-06	0.9999942	1
NUDT10	1.416882	4.882824e-06	3.253871	1.50062e-06	0.9999988	1
NUTM1	0.4226373	1.406786e-05	6.067434	2.318585e-06	0.9999982	1
NYX	0.3487358	-3.947819e-06	6.060266	-6.514266e-07	0.9999995	1
OCSTAMP	0.1438284	2.545404e-05	6.112256	4.164426e-06	0.9999967	1
OPTC	0.0943563	2.534506e-05	6.115408	4.144459e-06	0.9999967	1
P2RY12	0.4298364	2.80159e-05	6.082992	4.605612e-06	0.9999963	1
P2RY14	0.1421797	2.530333e-05	6.116944	4.136596e-06	0.9999967	1
PIK3R6	0.5554937	3.548444e-07	4.207612	8.433391e-08	0.9999999	1
PLA2G1B	0.286008	2.729436e-05	6.097299	4.476467e-06	0.9999964	1
PNMT	2.745721	-5.024444e-06	2.492827	-2.015561e-06	0.9999984	1
PRPH2	0.1421797	2.530333e-05	6.116944	4.136596e-06	0.9999967	1
PRSS42	0.9961987	3.743042e-06	2.896469	1.292278e-06	0.999999	1
RASAL3	0.8033681	-1.887539e-05	6.041552	-3.124262e-06	0.9999975	1
REM1	18.38725	-1.783215e-06	1.335693	-1.335048e-06	0.9999989	1
RSPH6A	0.5471313	1.699827e-06	4.290466	3.961872e-07	0.9999997	1
RXFP4	2.647839	-3.916802e-06	2.413526	-1.622855e-06	0.9999987	1
SCGB1A1	1.304412	9.586719e-06	3.424559	2.799402e-06	0.9999978	1
SEMA5B	0.1929408	2.347105e-05	6.076148	3.862818e-06	0.9999969	1
SIT1	0.1322186	1.966214e-05	6.111133	3.21743e-06	0.9999974	1
SLC5A8	0.2830689	3.606919e-05	6.071517	5.94072e-06	0.9999953	1
SPATA22.1	0.1438284	2.545404e-05	6.112256	4.164426e-06	0.9999967	1
TCIM	37.48681	9.621674e-07	1.205259	7.983077e-07	0.9999994	1
TEX29	0.4597969	1.002038e-06	6.062182	1.652933e-07	0.9999999	1
TFF2	4.320666	-2.147881e-05	4.580781	-4.688897e-06	0.9999963	1
TMEM82	2.37704	4.724474e-06	3.788109	1.247185e-06	0.999999	1
TMPRSS7	0.9256313	8.844464e-07	2.829396	3.125919e-07	0.9999998	1
UNC5D	3.259489	-2.350282e-05	5.098824	-4.609458e-06	0.9999963	1
VSTM2B	0.5305887	-1.082752e-05	6.047957	-1.790277e-06	0.9999986	1
VSX2	0.2347548	1.909421e-05	6.092373	3.134117e-06	0.9999975	1
WFIKKN2	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
ZBBX	3.250633	4.087755e-06	3.36287	1.215555e-06	0.999999	1
ZFP57	10.78902	5.653041e-06	2.968486	1.904351e-06	0.9999985	1
ZFP57.1	10.78902	5.653041e-06	2.968486	1.904351e-06	0.9999985	1
ZFP57.2	10.78902	5.653041e-06	2.968486	1.904351e-06	0.9999985	1
ZFP57.3	99.40147	2.360556e-05	6.027378	3.91639e-06	0.9999969	1
ZFP57.4	10.78902	5.653041e-06	2.968486	1.904351e-06	0.9999985	1
ZFP57.5	10.78902	5.653041e-06	2.968486	1.904351e-06	0.9999985	1
ZFP57.6	10.78902	5.653041e-06	2.968486	1.904351e-06	0.9999985	1
ZNRD1.6	21.48165	2.386941e-05	6.028004	3.959754e-06	0.9999968	1
ALKAL2	0.7822309	-2.347096e-06	3.932062	-5.969122e-07	0.9999995	1
ANKK1	7.314215	-3.808107e-07	1.088384	-3.498864e-07	0.9999997	1
ANXA10	19.76331	-7.902951e-07	0.7817844	-1.010886e-06	0.9999992	1
ATP12A	0.4396623	-7.609701e-06	6.052275	-1.257329e-06	0.999999	1
BARHL1	0.2743983	2.352878e-05	6.076174	3.872302e-06	0.9999969	1
BMP5	3.474675	-1.308126e-06	1.607995	-8.135133e-07	0.9999994	1
BRINP3	0.6727684	-5.085547e-06	5.636522	-9.022491e-07	0.9999993	1
C1QTNF4	0.6611123	-4.695923e-07	5.86331	-8.008996e-08	0.9999999	1
C1QTNF4.1	0.6611123	-4.695923e-07	5.86331	-8.008996e-08	0.9999999	1
CBLN2	2.326052	-2.149493e-06	2.124455	-1.011786e-06	0.9999992	1
CCDC70	0.1289047	5.181012e-06	6.116578	8.470442e-07	0.9999993	1
CLCA1	0.2727794	1.54709e-05	6.083282	2.543184e-06	0.999998	1
CLCN1	0.2198311	7.599709e-07	6.076167	1.250741e-07	0.9999999	1
CNTN2	0.1818529	1.247681e-05	6.097243	2.046303e-06	0.9999984	1
CPLX4	0.9701434	7.293441e-06	3.856604	1.891157e-06	0.9999985	1
CSF3	16.40939	6.283176e-07	1.062192	5.915292e-07	0.9999995	1
DYNLRB2	2.162824	-5.162599e-06	2.154513	-2.396179e-06	0.9999981	1
EPHA6	18.89085	-4.104003e-07	0.8578549	-4.784029e-07	0.9999996	1
GABRR1	0.09092647	1.679174e-05	6.111481	2.747574e-06	0.9999978	1
GPR34	0.8086294	4.34164e-06	5.801696	7.483398e-07	0.9999994	1
GRK1.1	1.294644	2.41422e-05	6.040321	3.996841e-06	0.9999968	1
GRM3	1.321059	2.045062e-06	3.354916	6.095718e-07	0.9999995	1
GSTA2	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
HOXC12	118.7438	-2.718636e-07	0.3762281	-7.226032e-07	0.9999994	1
IL20	2.033187	3.775259e-06	2.387505	1.581257e-06	0.9999987	1
IRF8	0.462244	3.589331e-07	4.456061	8.054941e-08	0.9999999	1
IRS4	27.20996	-9.413523e-07	1.030342	-9.136311e-07	0.9999993	1
KCNA4	2.704713	-1.148288e-06	2.037226	-5.636525e-07	0.9999996	1
KLRC2	86.07771	-1.572902e-07	0.3891826	-4.041553e-07	0.9999997	1
LAIR1.4	1.189369	4.316346e-05	5.979279	7.218839e-06	0.9999942	1
LENEP	0.9938155	-1.396483e-06	3.751843	-3.722125e-07	0.9999997	1
MAGEL2	0.5938265	2.035646e-06	5.963529	3.413492e-07	0.9999997	1
MMP7	2.56964	5.036023e-06	2.691467	1.871107e-06	0.9999985	1
MSLNL	0.4809544	-6.618232e-06	6.051328	-1.093683e-06	0.9999991	1
MSTN	0.7373002	-4.744095e-08	5.664052	-8.375797e-09	1	1
MUC13	4.385318	-1.687882e-06	1.67486	-1.007775e-06	0.9999992	1
MYBPC1	11.68801	2.074922e-05	6.021584	3.445807e-06	0.9999973	1
MYH4	3.418287	-7.650819e-06	3.243731	-2.358648e-06	0.9999981	1
NELL1	18.73323	5.584075e-06	6.026389	9.266038e-07	0.9999993	1
NLRP14	1.477928	-7.925274e-07	2.558213	-3.097972e-07	0.9999998	1
NXPH1	6.233949	2.258853e-05	6.030048	3.745996e-06	0.999997	1
OTOS	0.1852828	1.898496e-05	6.095216	3.114732e-06	0.9999975	1
PDZK1IP1	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
PGPEP1L	0.4656738	1.715276e-06	4.465934	3.8408e-07	0.9999997	1
PRR9	0.3739954	2.692949e-05	6.07095	4.435795e-06	0.9999965	1
PRSS22.1	0.4802378	2.419289e-05	6.047355	4.000574e-06	0.9999968	1
PSAPL1	12.67377	-1.052454e-06	1.231231	-8.54798e-07	0.9999993	1
PXT1	0.2843594	3.529994e-05	6.086308	5.799893e-06	0.9999954	1
REC114	0.1971689	1.777924e-05	6.097831	2.915667e-06	0.9999977	1
RNF39.6	2.157804	2.260154e-05	5.933816	3.808939e-06	0.999997	1
ROR2	64.86995	-1.868262e-06	2.899284	-6.443875e-07	0.9999995	1
ROS1	39.409	-4.633569e-07	0.5848325	-7.922898e-07	0.9999994	1
RTP3	0.8261326	9.447343e-06	3.772895	2.504004e-06	0.999998	1
SALL3	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
SALL3.1	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
SBK3	1.105067	-2.745916e-06	2.690646	-1.020542e-06	0.9999992	1
SLC1A7	52.04486	-7.260362e-07	0.8771847	-8.276891e-07	0.9999993	1
SLC26A9	8.185547	-9.059575e-07	0.9161348	-9.888911e-07	0.9999992	1
SPATA46	1.919222	-1.306366e-06	1.967049	-6.641247e-07	0.9999995	1
SRD5A2	0.6144715	1.191185e-05	5.8475	2.037085e-06	0.9999984	1
STMN4	0.1322186	1.966214e-05	6.111133	3.21743e-06	0.9999974	1
TMEM35A	0.3620108	2.324712e-06	6.072862	3.828033e-07	0.9999997	1
TMPRSS11D	0.2611233	3.974902e-06	6.095956	6.520556e-07	0.9999995	1
TRPV6	0.2743983	2.352878e-05	6.076174	3.872302e-06	0.9999969	1
TSSK2	1.34075	7.893202e-06	6.03274	1.308394e-06	0.999999	1
TUBAL3	1.338699	9.533009e-06	4.487543	2.124327e-06	0.9999983	1
VSTM5	0.1887126	3.534395e-05	6.091148	5.80251e-06	0.9999954	1
ZCCHC12	0.8637238	5.796114e-06	2.900503	1.998313e-06	0.9999984	1
ZFP57.7	2.191075	1.662522e-06	3.991365	4.165296e-07	0.9999997	1
ADCY8	2.201954	5.356971e-07	2.173326	2.464872e-07	0.9999998	1
ADCYAP1	7.659649	-1.670985e-06	1.492228	-1.119792e-06	0.9999991	1
ADGRG4	9.415587	2.288072e-06	1.750172	1.307341e-06	0.999999	1
ALDOB	1.197166	1.594047e-05	4.687497	3.400637e-06	0.9999973	1
ANKRD34B	1.057207	7.176927e-06	3.360032	2.13597e-06	0.9999983	1
ASTN1	164.4034	-1.129187e-07	0.2719354	-4.15241e-07	0.9999997	1
ATP13A5	0.1895109	1.191957e-05	6.116214	1.948848e-06	0.9999984	1
CCDC190	1.219851	2.209633e-05	6.039287	3.658765e-06	0.9999971	1
CCRL2	39.15216	-2.176808e-07	0.6584182	-3.306118e-07	0.9999997	1
CD5	1.571502	-8.370131e-08	2.328605	-3.594483e-08	1	1
CDH22	0.3597078	2.604632e-06	6.068099	4.292336e-07	0.9999997	1
CDR1	47.25563	-3.151331e-07	0.48601	-6.484087e-07	0.9999995	1
CER1	0.1438284	2.545404e-05	6.112256	4.164426e-06	0.9999967	1
CHRDL2	0.7484808	-5.515998e-06	4.106376	-1.343276e-06	0.9999989	1
COX8C	0.1421797	2.530333e-05	6.116944	4.136596e-06	0.9999967	1
COX8C.1	0.1421797	2.530333e-05	6.116944	4.136596e-06	0.9999967	1
CPLX2	0.3901097	2.205926e-05	6.054808	3.643264e-06	0.9999971	1
CXCL5	0.3816534	2.635084e-05	6.053319	4.353123e-06	0.9999965	1
CXCR5	0.4314851	3.620358e-05	6.080622	5.953928e-06	0.9999952	1
DCDC2C	0.2872971	2.507693e-05	6.060728	4.13761e-06	0.9999967	1
DMP1	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
EIF4E1B	0.1322186	1.966214e-05	6.111133	3.21743e-06	0.9999974	1
FCGBP.1	17.11117	-5.665124e-07	1.224918	-4.624899e-07	0.9999996	1
FGF21	0.7125471	3.916708e-05	6.053633	6.470012e-06	0.9999948	1
FGF9	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
FGFBP1	35.30841	-1.12622e-06	0.7875668	-1.43e-06	0.9999989	1
FGG	83.44824	1.545756e-07	0.7023895	2.200711e-07	0.9999998	1
FOXB1	3.354717	-1.888733e-06	1.827178	-1.033689e-06	0.9999992	1
FOXS1	2.306035	6.70912e-06	3.745133	1.791424e-06	0.9999986	1
FUT7	0.515887	1.490006e-05	6.079333	2.450937e-06	0.999998	1
GABRG1	25.95359	-4.23554e-07	0.7724796	-5.483044e-07	0.9999996	1
GIMAP8	0.1887126	3.534395e-05	6.091148	5.80251e-06	0.9999954	1
GPR21	0.3356625	2.34562e-05	6.076153	3.860371e-06	0.9999969	1
GUCY1B2	6.880716	-2.183004e-06	1.534997	-1.422155e-06	0.9999989	1
GUCY2F	0.5251735	5.887658e-06	4.312242	1.365336e-06	0.9999989	1
HAVCR1	0.3687546	2.5054e-05	6.071096	4.126767e-06	0.9999967	1
HEATR9	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
HEATR9.1	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
IFNE	7.507222	-8.315433e-07	0.9388115	-8.857404e-07	0.9999993	1
IL4	0.4760097	2.737546e-05	6.048804	4.525765e-06	0.9999964	1
IQSEC3.1	0.3943379	2.40067e-05	6.06748	3.956618e-06	0.9999968	1
KCNIP4.1	0.1289047	5.181012e-06	6.116578	8.470442e-07	0.9999993	1
KCTD4	10.138	1.164209e-06	1.397791	8.32892e-07	0.9999993	1
KRTAP1-5	0.6740871	1.897657e-05	6.070755	3.125899e-06	0.9999975	1
KRTAP1-5.1	0.6740871	1.897657e-05	6.070755	3.125899e-06	0.9999975	1
LRRC14B	0.4789488	1.460813e-05	4.392609	3.325617e-06	0.9999973	1
MCEMP1	0.4051139	4.472496e-07	6.057959	7.382843e-08	0.9999999	1
MEOX1	3.223503	-1.604987e-06	1.920129	-8.358748e-07	0.9999993	1
MROH9	1.38576	9.2891e-06	4.689841	1.980685e-06	0.9999984	1
NGB	0.0943563	2.534506e-05	6.115408	4.144459e-06	0.9999967	1
NPFFR2	0.9659887	-7.635893e-06	3.665274	-2.083307e-06	0.9999983	1
OPN5	0.1918342	1.930472e-05	6.115772	3.156546e-06	0.9999975	1
PCDH20	89.32363	-5.796425e-07	0.6619109	-8.757107e-07	0.9999993	1
PCP4L1	0.6153016	9.846267e-06	4.140278	2.378166e-06	0.9999981	1
PDX1	2.221319	-1.88195e-05	5.87252	-3.204672e-06	0.9999974	1
PDZD3	0.1929408	2.347105e-05	6.076148	3.862818e-06	0.9999969	1
PI16	2.08006	-4.072982e-08	2.307796	-1.76488e-08	1	1
PIK3C2G	1.452676	-2.163634e-06	2.451033	-8.827434e-07	0.9999993	1
PPP1R11.7	225.0241	2.283892e-05	6.02725	3.789278e-06	0.999997	1
PPY	0.1322186	1.966214e-05	6.111133	3.21743e-06	0.9999974	1
PTGER2	190.0031	-1.360967e-07	0.4754833	-2.862282e-07	0.9999998	1
PTPRT	0.1918342	1.930472e-05	6.115772	3.156546e-06	0.9999975	1
RGS6	1.118056	1.453216e-05	3.692017	3.936104e-06	0.9999969	1
RIIAD1	0.2381846	2.736293e-05	6.095918	4.48873e-06	0.9999964	1
RS1	0.1438284	2.545404e-05	6.112256	4.164426e-06	0.9999967	1
SELENOV	0.3333393	2.00351e-05	6.089627	3.290038e-06	0.9999974	1
SHCBP1L	0.2308031	1.658443e-05	6.092379	2.72216e-06	0.9999978	1
SHD	0.2231451	1.202093e-05	6.114543	1.965957e-06	0.9999984	1
SLC22A2	0.6686422	6.299286e-06	3.982808	1.581619e-06	0.9999987	1
SLC35D3	1.220492	7.451822e-07	2.683272	2.77714e-07	0.9999998	1
SLC6A7	0.1918342	1.930472e-05	6.115772	3.156546e-06	0.9999975	1
SOX21	0.6084122	2.038298e-05	5.925523	3.439862e-06	0.9999973	1
STAP1	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
SULT6B1	3.644282	1.542253e-05	4.895841	3.150129e-06	0.9999975	1
TMEM30B	1.796743	-2.864729e-06	2.422185	-1.182705e-06	0.9999991	1
TMEM72	0.1438284	2.545404e-05	6.112256	4.164426e-06	0.9999967	1
TNFSF18	23.12181	-1.582757e-06	0.9556065	-1.656285e-06	0.9999987	1
TNXA	11.40855	-3.142435e-06	1.538172	-2.042967e-06	0.9999984	1
TTLL10	0.5118485	5.958548e-06	6.048927	9.850587e-07	0.9999992	1
ZAN	0.2347548	1.909421e-05	6.092373	3.134117e-06	0.9999975	1
ZSCAN5B	1.33701	-3.846739e-06	2.683464	-1.433498e-06	0.9999989	1
ACER1	0.1421797	2.530333e-05	6.116944	4.136596e-06	0.9999967	1
AMPD1	0.1918342	1.930472e-05	6.115772	3.156546e-06	0.9999975	1
AWAT2	1.117515	2.66006e-05	6.040059	4.404029e-06	0.9999965	1
CACNG4	24.75191	-5.028043e-07	1.007962	-4.988326e-07	0.9999996	1
CALY	1.044542	9.702436e-06	5.004188	1.938863e-06	0.9999985	1
CASP12	1.05906	2.356869e-05	6.036438	3.904404e-06	0.9999969	1
CCM2L	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
CCR3	3.424512	3.36679e-06	2.316065	1.453669e-06	0.9999988	1
CDSN	0.386714	-4.567328e-07	6.068764	-7.52596e-08	0.9999999	1
CFAP99	1.325905	8.326184e-06	3.239593	2.570133e-06	0.9999979	1
CNGA3	0.09092647	1.679174e-05	6.111481	2.747574e-06	0.9999978	1
CPA6	1.288667	-1.578793e-05	4.555271	-3.46586e-06	0.9999972	1
CR1L	0.09092647	1.679174e-05	6.111481	2.747574e-06	0.9999978	1
CRYBB3	2.595252	-2.858098e-06	2.632416	-1.085732e-06	0.9999991	1
CSRP3	3.47149	5.98691e-06	6.029873	9.928751e-07	0.9999992	1
CXCL17	0.223261	2.700914e-06	6.109784	4.420638e-07	0.9999996	1
CYLC2	0.5506277	2.032011e-05	6.062278	3.351893e-06	0.9999973	1
EMX1	0.6195298	4.513205e-06	3.200051	1.410354e-06	0.9999989	1
EPGN	1.909282	3.187163e-06	2.462553	1.294252e-06	0.999999	1
EPS8L3	0.7522189	1.317645e-05	5.442743	2.420921e-06	0.9999981	1
ERAS	0.7456792	5.543749e-08	4.067289	1.363008e-08	1	1
FABP4	1.014857	-1.743271e-05	5.012675	-3.477727e-06	0.9999972	1
FAM19A4	0.7522239	5.10546e-06	5.56931	9.167133e-07	0.9999993	1
FKBPL.3	27.81104	2.388767e-05	6.027823	3.962902e-06	0.9999968	1
FOXL2	89.6846	1.407036e-07	0.4692566	2.998437e-07	0.9999998	1
GBX1	1.039881	2.280205e-06	5.09656	4.474008e-07	0.9999996	1
GFY	0.6896858	3.309606e-05	5.805517	5.700794e-06	0.9999955	1
GMNC	0.3207389	3.881029e-06	6.100137	6.3622e-07	0.9999995	1
GOLT1A	6.549289	-1.931061e-06	1.409234	-1.370291e-06	0.9999989	1
HGF	0.5262801	9.507008e-06	4.269761	2.22659e-06	0.9999982	1
HMGCLL1	4.117942	-3.297637e-06	1.693712	-1.946989e-06	0.9999984	1
IDO1	1795.608	3.657091e-07	0.9264597	3.947383e-07	0.9999997	1
JAKMIP1	0.1322186	1.966214e-05	6.111133	3.21743e-06	0.9999974	1
KANK4	0.2727794	1.54709e-05	6.083282	2.543184e-06	0.999998	1
KCNJ8	36.76308	-4.008841e-07	0.5664099	-7.077633e-07	0.9999994	1
KL	2.836543	8.475717e-06	3.472055	2.441124e-06	0.9999981	1
KLRC3	31.81541	-2.486792e-07	0.6747739	-3.685371e-07	0.9999997	1
LILRB4.2	0.09858447	1.954537e-05	6.112609	3.19755e-06	0.9999974	1
MS4A5	0.3966559	2.347454e-05	6.084548	3.858058e-06	0.9999969	1
MUC5AC	1.8935	-1.735141e-06	2.161142	-8.028816e-07	0.9999994	1
MUC5AC.1	1.8935	-1.735141e-06	2.161142	-8.028816e-07	0.9999994	1
NR1I2	0.2231451	1.202093e-05	6.114543	1.965957e-06	0.9999984	1
